form_id,block,question_id,agent,source_id,doc,answer_time_span,answer_sink_yes_no,answer_interlude_yes_no,answer_choice,confidence,notes
T2,C,C9-05,Agent 9,8.51.2,高祖本纪,,,,B,0.95,Target描述汉王采纳计策追击项羽至阳夏南，与韩信、彭越约期会合攻楚；B选项(7.44.1)明确记载‘汉五年，汉王追击项王到了阳夏南面……与淮阴侯韩信、建成侯彭越约期会合进攻楚军’，核心动作链完全一致，且紧随张良陈平劝谏西归的叙述，与Target时间顺序吻合。
T2,C,C9-06,Agent 9,8.42.5,高祖本纪,,,,D,0.95,target描述项羽攻下荥阳，杀周苛、枞公，俘虏韩王信，进围成皋；source D的7.34.4-7.34.7和7.35.1-7.35.5正好覆盖了这些核心事件，且参与者、动作、对象一致。
T2,C,C9-07,Agent 9,53.4.3,萧相国世家,,,,B,0.6,B选项描述了沛公先入关中并称王的背景，直接关联到项羽背约改立汉王的事件，与target中沛公为汉王、萧何为丞相的时间点相关。A描述项羽封王过程提及改立汉王但缺乏任命细节；C和D时间过早或过晚。
T2,C,C9-08,Agent 9,53.4.2,萧相国世家,,,,C,0.95,target描述沛公入咸阳后萧何收秦图书，C选项8.22.1-8.22.6完整叙述了汉元年十月沛公入咸阳、受降、出驻霸上的全过程，是同一事件的直接前续，而其他选项均不涉及入咸阳和收图籍。
T3,A,A-3-01,Agent 2/3/4,53.9.4,萧相国世家,后又,否,否,,0.9,句首有'后又'，表示事件延续，非下沉句，无插叙倒叙。
T3,A,A-3-02,Agent 2/3/4,53.10.6,萧相国世家,秦朝灭亡后,是,否,,0.8,目标句描述召平种瓜的背景，为下沉句；虽含‘秦朝灭亡后’时间短语，但未脱离当前叙事时间线，不是插叙。
T3,A,A-3-03,Agent 2/3/4,8.26.1,高祖本纪,正月,否,否,,1.0,时间‘正月’为明确时间点，且句子描述项羽自立事件，非下沉句；叙事顺序连贯，非插叙/倒叙。
T3,A,A-3-04,Agent 2/3/4,8.29.1,高祖本纪,八月,否,否,,1.0,句中有明确时间词'八月'，有事件'回军'，非下沉句；叙述按时间顺序进行，非插叙。
T3,A,A-3-05,Agent 2/3/4,7.32.1,项羽本纪,汉三年,否,否,,1.0,时间信息原文为“汉三年”；句子叙述具体事件（项王侵夺甬道、汉王请和），非描述性下沉句；按时间顺序推进，无插叙/倒叙。
T3,A,A-3-06,Agent 2/3/4,53.11.1,萧相国世家,汉十二年的秋天,否,否,,1.0,句首有明确时间信息原文“汉十二年的秋天”，且句子描述了具体事件（黥布反叛、高祖征讨、派人询问），不是下沉句，也不是插叙/倒叙。
T3,A,A-3-07,Agent 2/3/4,7.22.5,项羽本纪,无,否,否,,0.9,句子是直接引语，属于说话内容，不进入时间信息、下沉、插叙判断；且引语本身不提供明确时间信息原文。
T3,A,A-3-08,Agent 2/3/4,8.23.11,高祖本纪,无,是,否,,0.9,该句描述双方兵力对比，属于背景状态，无明确时间原文，故为下沉句。
T3,B,B5-05,Agent 5,8.29.1,,,,,D,0.95,前文有“汉元年四月”，后文“八月”应为同一汉元年，且汉初以十月为岁首，四月在八月之后，故补全为汉元年八月。
T3,B,B5-06,Agent 5,53.11.1,,,,,A,1.0,材料开头明确给出“汉十二年的秋天”，选项A与之完全一致；其他选项均不匹配。
T3,B,B6-05,Agent 6,53.7.1|53.5.2,,,,,B,1.0,材料B明确提到汉二年，材料A提到汉五年，汉二年早于汉五年，所以B早于A。
T3,B,B6-06,Agent 6,8.23.6|7.17.6,,,,,C,1.0,两段材料核心事件完全相同：曹无伤向项羽告密，说沛公欲王关中，内容几乎一致，仅语言略有差异，故为同一事件或大致同时发生。
T3,C,C9-09,Agent 9,53.4.1,萧相国世家,,,,D,0.95,target核心事件为刘邦起事做沛公且萧何督办公务，D选项8.10.4-8.10.13详细描述刘邦被立为沛公的过程，包括萧何参与，构成同一紧密事件链；其他选项不涉及这一核心过程。
T3,C,C9-10,Agent 9,53.5.1,萧相国世家,,,,C,0.95,Target描述汉王东进平定三秦及萧何留守巴蜀供给粮草，C选项8.29.1-8.30.1详细记录了汉王从故道袭击章邯、平定雍地、东出略取城邑等平定三秦的过程，同时涉及留守和后勤背景，核心动作链一致。
T3,C,C9-11,Agent 9,53.10.2,萧相国世家,,,,D,0.3,所有选项均未直接描述萧何计杀韩信，D项涉及萧何、曹参等推举刘邦，勉强相关但核心事件不匹配。
T3,C,C9-12,Agent 9,53.10.6,萧相国世家,,,,D,0.95,Target描述项羽失败后在长安城东种瓜，这与D中项羽战败后（汉元年十月后）的情节紧密相关，D包含项羽兵败、投降及后续安排，覆盖核心事件链。
