form_id,block,question_id,agent,source_id,doc,answer_time_span,answer_sink_yes_no,answer_interlude_yes_no,answer_choice,confidence,notes
T1,B,B6-01,Agent 6,8.16.1|8.9.1,,,,,B,1.0,run1:材料B事件为秦二世元年（前209年），材料A事件为秦二世三年（前207年），B早于A。 | run2:材料A开头明确写有“秦二世三年”，材料B开头为“秦二世元年”，时间上B早于A。 | run3:材料B明确写明秦二世元年，材料A明确写明秦二世三年，故B早于A。
T1,B,B6-02,Agent 6,8.22.1|8.23.3,,,,,A,0.9667,run1:材料A叙述沛公先至霸上，受降秦王，入咸阳又退出；材料B说项羽随后西进欲入关而关门紧闭，故A事件在先。 | run2:材料A中沛公先入关中，接受子婴投降，然后封宫室回军霸上；材料B中项羽率军西进时关门已闭，说明A事件发生在B之前。 | run3:材料A中沛公已入咸阳并回军霸上，随后材料B中项羽西进欲入关而关门闭，明显A事件在前。
T1,C,C9-01,Agent 9,7.3.15,项羽本纪,,,,B,0.8167,run1:Target描述项羽征集精兵八千，B选项【8.10.13】中沛公征集兵员两三千人，均为征集兵员的具体事件，核心动作一致；而其他选项核心事件不同。 | run2:target描述项羽征募八千精兵，B中沛公征募两三千人（8.10.13），均为起兵初期的募兵行动，核心动作链一致。其他选项涉及不同阶段的事件。 | run3:Target描述项羽搜罗丁壮得精兵八千，与A选项楚怀王合并吕臣、项羽军队前后呼应，同属项梁死后重整军队的事件链。
T1,C,C9-02,Agent 9,7.10.1,项羽本纪,,,,C,0.9833,run1:Target描述楚军在定陶战败后，楚怀王恐惧，从盱台迁往彭城并合并项羽、吕臣的军队。Source C包含完全一致的事件链：楚怀王看到项梁军队被打垮（定陶之战），恐惧，迁离盱台，建都彭城，合并吕臣、项羽的军队亲自统率。 | run2:target描述楚怀王因项梁败于定陶而恐惧，迁都彭城并合并项羽、吕臣军队；source C中的8.16.1完全对应此事件，核心动作链一致。 | run3:Target描述项梁死后楚怀王恐惧，迁都彭城并合并项羽、吕臣军队；C中8.16.1完全对应此事，核心动作链一致。
T1,C,C9-03,Agent 9,7.17.2,项羽本纪,,,,A,0.9667,run1:选项A中【8.23.1-2】明确提到沛公听劝派兵把守函谷关，与target描述‘函谷关有兵把守’直接对应，属于同一事件链。 | run2:target描述函谷关有兵把守，项羽不能入关；source A中8.23.1-8.23.4明确提及派兵守函谷关、项羽欲入关、关门闭着且被攻破，核心动作链一致。 | run3:Target描述函谷关有兵把守，项羽不能进入。Source A中8.23.1-8.23.4提到有人劝沛公派兵守函谷关，沛公照做，随后项羽率军至函谷关被阻，大怒攻破，核心动作链一致。
T1,C,C9-04,Agent 9,7.27.1,项羽本纪,,,,D,0.9667,run1:target描述汉王回军平定三秦，D中8.29.1-8.29.3详细叙述了汉王用韩信计策从故道回军，袭击并击败雍王章邯，平定雍地，核心动作链一致。 | run2:target描述汉王回军平定三秦，D中8.29.1-8.29.3详细记载了汉王用韩信计从故道回军、袭击章邯、平定雍地的过程，核心动作链一致，且记于同一年（八月、二年），紧密度最高。 | run3:target描述汉王回军平定三秦，source D的8.29.1-8.29.3详细描述了汉王用韩信计策从故道回军、击败章邯并平定雍地，即平定了三秦的一部分，核心动作链一致。
T2,A,A-2-01,Agent 2/3/4,8.21.1,高祖本纪,起初,否,是,,0.9333,run1:‘起初’为时间信息原文；句子叙述项羽北救赵之事，与当前沛公西进攻秦的主线时间不一致，是插叙。 | run2:时间信息原文'起初'表示时间顺序，但较模糊；句子描述项羽在赵地的行动，中断当前沛公西进主线，故为插叙。 | run3:句首‘起初’标明回顾过去事件，前文叙述沛公进程，此句转入项羽行动，是插叙。
T2,A,A-2-02,Agent 2/3/4,8.38.5,高祖本纪,第二年,否,否,,0.9833,run1:句中有明确时间词'第二年'，叙述封王事件，非下沉句，且按时间顺序叙述，非插叙。 | run2:句中有明确时间信息原文'第二年'，且表示一个事件（封张耳为赵王）的发生，不是下沉句；上下文叙事连续，未出现时间线跳跃。 | run3:时间信息原文为“第二年”，非下沉句，且上下文一致，无插叙倒叙。
T2,A,A-2-03,Agent 2/3/4,8.60.3,高祖本纪,项氏失败时,否,是,,0.9,run1:时间信息原文为“项氏失败时”；该句描述利几的背景，是对当前反叛事件发生前情况的回溯，属于插叙。 | run2:句子描述利几的历史背景，无明确时间，属于下沉句；且叙述中断当前时间线，补充利几过去经历，是插叙。 | run3:描述利几在项氏失败时的行为，是对人物的追述，打断当前时间线。
T2,A,A-2-04,Agent 2/3/4,8.84.1,高祖本纪,无,否,否,,0.9833,run1:句子叙述具体事件（高祖受伤得病），非下沉句，且上下文顺叙无插叙倒叙。 | run2:句中有'攻打黥布时'是背景时间，但非明确时间点；事件是生病，非下沉；叙述顺序正常，非插叙倒叙。 | run3:句中有‘攻打黥布时’作为时间背景，但并非独立明确时间短语，且句子描述事件，非下沉；上下文顺叙，非插叙。
T2,A,A-2-05,Agent 2/3/4,8.11.1,高祖本纪,秦二世二年,否,否,,0.95,run1:句首有明确纪年短语'秦二世二年'，且描述了周章军队的行动，不属下沉或插叙。 | run2:句中有明确时间信息原文“秦二世二年”，且描述具体事件（周章军西至戏水而还），不是下沉句，也不是插叙倒叙。 | run3:句中有明确时间信息原文“秦二世二年”，且该句叙述具体事件（陈胜将领周章的军队行动），非下沉句，也非插叙/倒叙。
T2,A,A-2-06,Agent 2/3/4,8.22.1,高祖本纪,汉元年十月,否,否,,1.0,run1:句中有明确时间信息原文'汉元年十月'，且句子描述事件（沛公军至霸上），非下沉句；按上下文叙事顺序为正常推进，无插叙倒叙。 | run2:句子有明确时间信息原文“汉元年十月”，且包含事件“沛公的军队先于各路诸侯到达霸上”，不是下沉句；上下文按时间顺序叙述，无插叙倒叙。 | run3:句中有明确纪年时间，不是下沉句；按事件顺序叙述，无插叙倒叙。
T2,A,A-2-07,Agent 2/3/4,7.18.1,项羽本纪,无,是,否,,0.9833,run1:句子主要介绍项伯的身份，无明确时间信息原文，属于下沉句。 | run2:该句介绍项伯身份（项羽叔父）并与张良的关系，是背景描述，无具体事件，且无明确时间信息原文。 | run3:句子介绍项伯的身份和关系，没有具体事件，是描述性下沉句，且无明确时间信息原文。
T2,A,A-2-08,Agent 2/3/4,7.29.3,项羽本纪,四月,否,否,,0.9833,run1:句首有明确时间短语“四月”。 | run2:目标句首有明确时间词语“四月”，且句内描述具体战斗事件，非下沉句；叙事按时间顺序进行，无双时间线跳转，非插叙/倒叙。 | run3:句中明确有'四月'，是时间信息原文；描述了具体的战争事件，不是下沉句；叙述顺承前文，不是插叙或倒叙。
T2,B,B5-03,Agent 5,7.29.3,,,,,A,0.9833,run1:前文明确提到‘汉二年冬’和‘春天’，根据汉初以十月为岁首的纪年规则，汉二年冬之后是汉二年春，紧接着是汉二年四月，因此补全为‘汉二年四月’。 | run2:前文有汉二年冬、春天，到四月自然推进，故选汉二年四月。 | run3:前文‘汉二年冬’提供纪年锚点，‘春天’接续，四月应属同一年，即汉二年四月。
T2,B,B5-04,Agent 5,8.26.1,,,,,C,0.8833,run1:前文叙述汉元年十一月、十二月，此处正月紧接其后，故为汉元年正月。 | run2:题面材料中提及'前文汉元年十一月、十二月及项羽分封阶段'，项羽分封发生在秦灭亡后、汉元年之前，而'正月'在秦历中为岁首，秦二世三年正月在时间线上最接近且符合项羽分封的叙述。但需注意选项C的'汉元年正月'也在讨论范围内，但基于题面'前文'的明确指代，D为更合理选择。 | run3:前文汉元年十一月、十二月，正月自然续接为汉元年正月，符合时间顺序。
T2,B,B6-03,Agent 6,8.21.1|8.23.5,,,,,A,0.9167,run1:材料A中项羽杀宋义、成为上将军之事早于材料B中项羽攻破函谷关、至戏水之事，且材料B中提到项羽已降章邯、即将入关，明显在A之后。 | run2:材料A描述项羽杀宋义并取代其位（发生在前），材料B提到章邯投降项羽及项羽封王等后续事件，且B中时间词'十一月'在项羽杀宋义之后，故A早于B。 | run3:材料A中项羽杀宋义、代上将军发生在秦二世三年初，材料B中沛公听劝守函谷关在项羽入关前，而后项羽破关、至戏水在同年十一月、十二月，因此A早于B。
T2,B,B6-04,Agent 6,8.60.3|8.52.7,,,,,A,0.9667,run1:材料B描述项羽败亡（东城被杀），材料A描述项羽失败后利几投降高祖，事件有因果先后，项羽死亡是利几投降的前提条件，故B早于A。 | run2:材料A提到项羽失败时利几投降，材料B描述项羽被灌婴追斩，A的失败背景是B的直接结果，故A事件晚于B；实际上利几投降发生在项羽死后，但题面逻辑是项羽失败（B）在先，利几见势投降（A）在后，因此A早于B的判断有误；正确应为B早于A，但选项排序需按题面逻辑，故选A表示A早于B合理？回忆历史：项羽被斩后楚地平定，利几作为陈县县令在项羽失败后投降，时间上B在前，A在后，因此B早于A，应选B。抱歉，修正：B早于A，选B。 | run3:材料A讲项氏失败时（即项羽败亡前）利几投降高祖，材料B讲灌婴追斩项羽，A的‘项氏失败时’早于B的斩杀事件，故A早于B。
T2,C,C9-05,Agent 9,8.51.2,高祖本纪,,,,B,0.95,run1:target的核心事件是汉王采纳张良陈平计策追击项羽，在阳夏南驻扎，约韩信彭越会合；B选项[7.43.2]至[7.44.1]描述了完全相同的计策、追击、驻扎和约期会合过程，核心动作链完全一致。 | run2:Target描述汉王采纳计策追击项羽至阳夏南，与韩信、彭越约期会合攻楚；B选项(7.44.1)明确记载‘汉五年，汉王追击项王到了阳夏南面……与淮阴侯韩信、建成侯彭越约期会合进攻楚军’，核心动作链完全一致，且紧随张良陈平劝谏西归的叙述，与Target时间顺序吻合。 | run3:Target描述汉王采纳张良、陈平计策追击项羽至阳夏南，与韩信、彭越约期会合；B中7.43.2-7.44.1完全覆盖了同一核心动作链：张良陈平劝进、汉王同意、追击至阳夏南、约期会合，且人物、地点、叙述顺序一致，是同一紧密事件链。
T2,C,C9-06,Agent 9,8.42.5,高祖本纪,,,,D,0.9667,run1:D选项描述项王攻下荥阳、烹周苛、围成皋，核心动作与target完全一致，是同一事件的详细记载。 | run2:target描述项羽攻下荥阳，杀周苛、枞公，俘虏韩王信，进围成皋；source D的7.34.4-7.34.7和7.35.1-7.35.5正好覆盖了这些核心事件，且参与者、动作、对象一致。 | run3:D的7.34.4-7.34.7和7.35.2直接描述了项羽攻克荥阳、杀周苛枞公、围成皋，与target核心事件完全一致。
T2,C,C9-07,Agent 9,53.4.3,萧相国世家,,,,B,0.8167,"run1:Target与D选项均涉及刘邦被立为汉王后的事件,D的8.26.2明确提到项羽背约改立沛公为汉王,与Target的'沛公做了汉王'直接对应,且D后续8.29.1起描述汉王用韩信计策回军袭击雍王等行动,与萧何任丞相后辅佐汉王的过程紧密相关。 | run2:B选项描述了沛公先入关中并称王的背景，直接关联到项羽背约改立汉王的事件，与target中沛公为汉王、萧何为丞相的时间点相关。A描述项羽封王过程提及改立汉王但缺乏任命细节；C和D时间过早或过晚。 | run3:Target是沛公做汉王、萧何任丞相，B中8.26.2直接记载项羽改立沛公为汉王，与target核心动作一致，是同一事件链。"
T2,C,C9-08,Agent 9,53.4.2,萧相国世家,,,,C,0.95,run1:Target描述沛公入咸阳、萧何收秦档案，Source C（8.22.1-8.22.10）详细记载了沛公入咸阳前后过程，包括秦王投降、进入咸阳、封库回军、约法三章等，是同一事件链的核心部分。 | run2:target描述沛公入咸阳后萧何收秦图书，C选项8.22.1-8.22.6完整叙述了汉元年十月沛公入咸阳、受降、出驻霸上的全过程，是同一事件的直接前续，而其他选项均不涉及入咸阳和收图籍。 | run3:target描述沛公入咸阳后萧何收图籍，source C的8.22.1-8.22.6完整覆盖了沛公先入咸阳、子婴投降、入城、封府库、还军霸上的同一事件链，属于同一紧密事件链。
T3,A,A-3-01,Agent 2/3/4,53.9.4,萧相国世家,后又,否,是,,0.9,run1:句中“后又”指代时间顺序，插入回忆过去萧何多送钱之事，属于插叙。 | run2:句首有'后又'，表示事件延续，非下沉句，无插叙倒叙。 | run3:句中回忆高祖过去服役时萧何多送钱的事，属于插入过去背景的插叙。
T3,A,A-3-02,Agent 2/3/4,53.10.6,萧相国世家,无,是,否,,0.9333,run1:句6描述秦亡后召平沦为平民种瓜，是背景介绍，无明确时间原文，为下沉句。 | run2:目标句描述召平种瓜的背景，为下沉句；虽含‘秦朝灭亡后’时间短语，但未脱离当前叙事时间线，不是插叙。 | run3:句子描述召平在秦亡后种瓜的背景状态，无明确事件发生，属于下沉句。
T3,A,A-3-03,Agent 2/3/4,8.26.1,高祖本纪,正月,否,否,,0.9833,run1:句首有明确时间原文'正月'，且为叙述项羽自立事件，非描述性下沉句，也非中断当前时间线的插叙倒叙。 | run2:时间‘正月’为明确时间点，且句子描述项羽自立事件，非下沉句；叙事顺序连贯，非插叙/倒叙。 | run3:句首有明确时间词‘正月’，叙述项羽自立事件，非下沉句，也非插叙倒叙。
T3,A,A-3-04,Agent 2/3/4,8.29.1,高祖本纪,八月,否,否,,1.0,run1:句首有明确时间词'八月'，句子描述事件，非插叙或下沉。 | run2:句中有明确时间词'八月'，有事件'回军'，非下沉句；叙述按时间顺序进行，非插叙。 | run3:句首有明确时间信息'八月'，且为叙述汉王军事动作，非下沉句，叙事顺序与上下文一致，非插叙。
T3,A,A-3-05,Agent 2/3/4,7.32.1,项羽本纪,汉三年,否,否,,0.9833,run1:句子有明确时间原文'汉三年'，叙述具体事件项王侵夺甬道，非下沉或插叙。 | run2:时间信息原文为“汉三年”；句子叙述具体事件（项王侵夺甬道、汉王请和），非描述性下沉句；按时间顺序推进，无插叙/倒叙。 | run3:句首有明确纪年'汉三年'，且描述具体事件，非下沉句或插叙。
T3,A,A-3-06,Agent 2/3/4,53.11.1,萧相国世家,汉十二年的秋天,否,否,,1.0,run1:题面有明确时间信息原文'汉十二年的秋天'，句子描述具体事件（黥布反叛、高祖征讨、询问萧何），不是下沉句，也不是插叙/倒叙。 | run2:句首有明确时间信息原文“汉十二年的秋天”，且句子描述了具体事件（黥布反叛、高祖征讨、派人询问），不是下沉句，也不是插叙/倒叙。 | run3:有明确纪年短语'汉十二年的秋天'，且句子叙述事件（黥布反叛、高祖征讨），非下沉句，也非插叙/倒叙。
T3,A,A-3-07,Agent 2/3/4,7.22.5,项羽本纪,无,否,否,,0.9167,run1:句子是直接引语，叙述层是项王说话的行为，时间信息模糊，不属于下沉句或插叙。 | run2:句子是直接引语，属于说话内容，不进入时间信息、下沉、插叙判断；且引语本身不提供明确时间信息原文。 | run3:句子是叙述层的说话行为，没有明确时间信息原文；包含事件（项王对将领们说），不是下沉句；连续叙述当前时间线，不是插叙/倒叙。
T3,A,A-3-08,Agent 2/3/4,8.23.11,高祖本纪,无,是,否,,0.9167,run1:句子描述兵力对比，是客观状态，有明确时间背景但无时间短语，非下沉，非插叙。 | run2:该句描述双方兵力对比，属于背景状态，无明确时间原文，故为下沉句。 | run3:该句是兵力对比的静态描述，没有具体事件发生，且无明确时间信息原文，故为下沉句。
T3,B,B5-05,Agent 5,8.29.1,,,,,D,0.95,run1:前文明确提到‘汉元年四月’，八月在同一年内，故应补全为‘汉元年八月’。 | run2:前文有“汉元年四月”，后文“八月”应为同一汉元年，且汉初以十月为岁首，四月在八月之后，故补全为汉元年八月。 | run3:前文明确提到'汉元年四月'，八月在同一年内，应补全为'汉元年八月'。
T3,B,B5-06,Agent 5,53.11.1,,,,,A,1.0,run1:原文已明确给出'汉十二年的秋天'，A项完全一致，无需推理其他年份。 | run2:材料开头明确给出“汉十二年的秋天”，选项A与之完全一致；其他选项均不匹配。 | run3:原文明确说‘汉十二年的秋天’，选项中A直接对应。”
T3,B,B6-05,Agent 6,53.7.1|53.5.2,,,,,B,1.0,run1:材料B有明确纪年‘汉二年’，材料A为‘汉五年’，汉二年早于汉五年，故B早于A。 | run2:材料B明确提到汉二年，材料A提到汉五年，汉二年早于汉五年，所以B早于A。 | run3:材料B为汉二年事件，材料A为汉五年事件，汉二年早于汉五年。
T3,B,B6-06,Agent 6,8.23.6|7.17.6,,,,,C,1.0,run1:两段材料核心事件完全相同：曹无伤告密，内容一致，仅文字表述略异，属同一事件的不同出处。 | run2:两段材料核心事件完全相同：曹无伤向项羽告密，说沛公欲王关中，内容几乎一致，仅语言略有差异，故为同一事件或大致同时发生。 | run3:两段材料描述完全相同的核心事件：曹无伤派人对项羽告密沛公欲王关中，动作、对象、内容一致，细节差异仅为文本表述不同，属同一事件的两种记录。
T3,C,C9-09,Agent 9,53.4.1,萧相国世家,,,,D,0.95,run1:Target描述萧何在沛公起事时担任助手督办公务，source C中[8.10.13]明确提到萧何等人为沛公征集兵员，与target的‘常常作为助手督办公务’紧密对应，且发生在同一时间。其它选项时间靠后或核心动作不符。 | run2:target核心事件为刘邦起事做沛公且萧何督办公务，D选项8.10.4-8.10.13详细描述刘邦被立为沛公的过程，包括萧何参与，构成同一紧密事件链；其他选项不涉及这一核心过程。 | run3:target描述刘邦起事为沛公时萧何任助手，source D的8.10.6-8.10.13详细叙述了沛县父老杀沛令、立刘季为沛公的过程，包括萧何、曹参等参与推举和征募兵员，与target的核心事件（刘邦被立为沛公，萧何作为助手）完全吻合，且发生在同一时间链上。
T3,C,C9-10,Agent 9,53.5.1,萧相国世家,,,,C,0.95,run1:target描述汉王东进平定三秦，萧何留守巴蜀；C选项8.29-8.30详细记载了汉王用韩信计从故道袭击章邯、平定雍地、东出略取城邑等过程，与target核心动作链高度一致。 | run2:Target描述汉王东进平定三秦及萧何留守巴蜀供给粮草，C选项8.29.1-8.30.1详细记录了汉王从故道袭击章邯、平定雍地、东出略取城邑等平定三秦的过程，同时涉及留守和后勤背景，核心动作链一致。 | run3:Target描述汉王领兵东进平定三秦，萧何留守巴蜀。选项C的8.29.1-8.30.1详细记载了汉王八月从故道回军击章邯、平定雍地、塞王翟王投降等事件，与target的平定三秦核心动作一致。
T3,C,C9-11,Agent 9,53.10.2,萧相国世家,,,,D,0.1,run1:target描述吕后杀韩信，选项D中无相关事件，但其他选项更不相关，只能选D。 | run2:所有选项均未直接描述萧何计杀韩信，D项涉及萧何、曹参等推举刘邦，勉强相关但核心事件不匹配。 | run3:所有选项均不涉及韩信谋反被杀事件，无匹配项。
T3,C,C9-12,Agent 9,53.10.6,萧相国世家,,,,C,0.7833,run1:Target描述秦亡后平民种瓜，而C选项叙述刘邦起事反秦，形成因果链：秦亡源自反秦起义，故C最可能为同一历史过程的前因。 | run2:Target描述项羽失败后在长安城东种瓜，这与D中项羽战败后（汉元年十月后）的情节紧密相关，D包含项羽兵败、投降及后续安排，覆盖核心事件链。 | run3:target描述秦亡后种瓜，A中8.26.3有‘把关中瓜分为三’，与‘种瓜’字面关联但核心动作不同；其他选项均不涉及种瓜或类似事件，A相对最接近但仍有差距。
