form_id,block,question_id,agent,source_id,doc,answer_time_span,answer_sink_yes_no,answer_interlude_yes_no,answer_choice,confidence,notes
T1,C,C9-01,Agent 9,7.3.15,项羽本纪,,,,D,0.3,target描述项羽搜罗精兵，D中项羽出兵击齐，提及项羽动作，但核心动作不同，仅为最相关候选。
T1,C,C9-02,Agent 9,7.10.1,项羽本纪,,,,C,0.95,Target描述楚怀王因定陶战败而恐惧，从盱台迁往彭城并合并项羽、吕臣军队。C中8.16.1明确记载楚怀王看到项梁军被打垮（即定陶之败），恐惧，迁离盱台，建都彭城，合并吕臣、项羽军队，核心动作链完全一致。
T1,C,C9-03,Agent 9,7.17.2,项羽本纪,,,,A,1.0,target描述'函谷关有兵把守，不能进去'，A中8.23.1劝沛公派兵守函谷关，8.23.2沛公照做，8.23.3项羽入关而关门闭着，8.23.4大怒破关，构成同一事件链。B讲早期战略安排，C讲入关前后，D讲后期反击，核心动作链不一致。
T1,C,C9-04,Agent 9,7.27.1,项羽本纪,,,,D,1.0,target描述汉王回军平定三秦（核心动作：回军、平定三秦）；source D【8.29.1】-【8.29.3】明确记载八月汉王用韩信计从故道回军，击雍王章邯，平定雍地，核心动作链一致。
T2,A,A-2-01,Agent 2/3/4,8.21.1,高祖本纪,起初,否,是,,1.0,[reviewed] 句首'起初'为时间原文，且该句讲述项羽北救赵的往事，与当前刘邦西进主线构成插叙，非下沉句。
T2,A,A-2-02,Agent 2/3/4,8.38.5,高祖本纪,第二年,否,否,,1.0,[reviewed] 句子包含明确时间信息原文“第二年”，且描述了封张耳为赵王的事件，非下沉句；连续叙事，未中断当前时间线，非插叙。
T2,A,A-2-03,Agent 2/3/4,8.60.3,高祖本纪,项氏失败时,否,是,,1.0,[reviewed] 时间信息原文明确；目标句陈述利几的过去身份和经历，非下沉；在连续叙述利几反叛后插入其早年经历，属插叙。
T2,A,A-2-04,Agent 2/3/4,8.84.1,高祖本纪,高祖攻打黥布时,否,否,,1.0,[reviewed] 句子有明确时间信息原文'高祖攻打黥布时'；陈述具体事件（被射中、得病），不是下沉句；叙述顺序与上下文一致，无插叙标志。
T2,A,A-2-05,Agent 2/3/4,8.11.1,高祖本纪,秦二世二年,否,否,,1.0,[reviewed] 句子以明确时间‘秦二世二年’开头，陈述陈胜将领周章军队的行动，是具体事件，非下沉句；叙述连贯，无时间线跳跃，非插叙。
T2,A,A-2-06,Agent 2/3/4,8.22.1,高祖本纪,汉元年十月,否,否,,1.0,[reviewed] 句首有明确纪年时间短语，叙述事件进展，非下沉句，也非插叙。
T2,A,A-2-07,Agent 2/3/4,7.18.1,项羽本纪,无,是,否,,1.0,[reviewed] 句子介绍项伯身份及与张良的关系，无具体事件发生，且无明确时间信息，故为下沉句。
T2,A,A-2-08,Agent 2/3/4,7.29.3,项羽本纪,四月,否,否,,1.0,[reviewed] 句首有明确时间词'四月'，描述具体战斗事件，非下沉或插叙
T2,B,B5-03,Agent 5,7.29.3,,,,,A,1.0,题面前文给出'汉二年冬''春天'的时间序列，材料7.29.3紧接着写'四月'，根据汉初以十月为岁首，冬、春、四月为同一叙事链，故补全为汉二年四月。
T2,B,B5-04,Agent 5,8.26.1,,,,,C,0.95,题面原文为'正月'，且前文明确给出'汉元年十一月、十二月及项羽分封阶段'，因此应补全为'汉元年正月'，以保持纪年连续。
T2,B,B6-03,Agent 6,8.21.1|8.23.5,,,,,A,0.9,材料A叙述项羽杀宋义，发生在秦二世三年（前207年）；材料B叙述项羽西进欲入关及破关，发生在汉元年（前206年）十一月至十二月。由于A事件在前，B在后，故选A。
T2,B,B6-04,Agent 6,8.60.3|8.52.7,,,,,A,0.95,材料A中利几在项氏失败时投降，叙述的是项羽败亡前的事；材料B叙述灌婴追击并杀死项羽，是项羽败亡的最终事件。因此A早于B。
T2,C,C9-05,Agent 9,8.51.2,高祖本纪,,,,B,1.0,Target描述汉王听从张良、陈平计策追击项羽至阳夏南，并与韩信、彭越约期会合。Source B中[7.44.1]明确记载汉五年汉王追击项王至阳夏南，与淮阴侯韩信、建成侯彭越约期会合，核心动作链完全一致。
T2,C,C9-06,Agent 9,8.42.5,高祖本纪,,,,D,0.95,target描述项羽攻破荥阳、杀周苛枞公、俘韩王信、围成皋；D中7.34.4-7.34.7明确写楚军下荥阳、活捉周苛、烹周苛、杀枞公，核心动作链完全一致；7.35.2写项王围成皋，与target进围成皋吻合。
T2,C,C9-07,Agent 9,53.4.3,萧相国世家,,,,B,0.9,target描述沛公被立为汉王并任命萧何为丞相，source B中汉元年十月沛公先入关、受降、约法三章，直接铺垫了后续被立为汉王的背景，且B材料后续（8.26.2）明确记载正月立沛公为汉王，与target核心事件链一致。
T2,C,C9-08,Agent 9,53.4.2,萧相国世家,,,,C,0.95,target描述沛公入咸阳后萧何收秦图籍，source C的8.22.1-8.22.6与target紧密衔接，覆盖同一入咸阳战后事件，核心参与者、动作一致。
T3,A,A-3-01,Agent 2/3/4,53.9.4,萧相国世家,过去到咸阳服役时,否,是,,0.9,[reviewed] 目标句有明确事件相对时间短语'过去到咸阳服役时'作为时间信息原文；句子叙述加封事件，非下沉；'过去到咸阳服役时'属于回溯过去解释原因，判为插叙。
T3,A,A-3-02,Agent 2/3/4,53.10.6,萧相国世家,秦朝灭亡后,否,是,,0.95,[reviewed] ‘秦朝灭亡后’是明确的事件相对时间短语，应作为时间信息原文。句子陈述了‘沦为平民、种瓜’这一事件，不是单纯背景说明，故非下沉句。整句通过‘秦朝灭亡后’回溯到过去，解释当前背景，属于插叙。
T3,A,A-3-03,Agent 2/3/4,8.26.1,高祖本纪,正月,否,否,,1.0,[reviewed] 句首有明确时间词'正月'，且叙述项羽自立事件，非描述性下沉句，也未中断当前时间线。
T3,A,A-3-04,Agent 2/3/4,8.29.1,高祖本纪,八月,否,否,,1.0,[reviewed] 句子开头有明确时间词“八月”，且叙述汉王进攻的具体事件，非背景描述或时间线偏离。
T3,A,A-3-05,Agent 2/3/4,7.32.1,项羽本纪,汉三年,否,否,,1.0,[reviewed] 句首有明确纪年'汉三年'，且描述了项王侵夺甬道、汉王恐慌讲和的具体事件，非下沉句；叙事按时间顺序进行，无插叙。
T3,A,A-3-06,Agent 2/3/4,53.11.1,萧相国世家,汉十二年的秋天,否,否,,1.0,[reviewed] 句首有明确时间原文，描述了具体事件，非下沉句，也非插叙。
T3,A,A-3-07,Agent 2/3/4,7.22.5,项羽本纪,天下最初发难的时候,否,否,,1.0,[reviewed] 目标句为直接引语，不分析内部内容；外层叙述无明确时间信息原文，但引语中'天下最初发难的时候'是事件相对时间短语，按复核规则应保留为时间信息原文。
T3,A,A-3-08,Agent 2/3/4,8.23.11,高祖本纪,无,是,否,,0.9,[reviewed] 句子仅描述沛公与项羽兵力对比，属于背景状态信息，无具体事件，也无明确时间原文。
T3,B,B5-05,Agent 5,8.29.1,,,,,D,1.0,原文‘八月’接前文‘汉元年四月，在项羽麾下诸侯罢兵散归’，汉元年四月后按时间顺序应为汉元年八月，且8.29.1所叙事件为汉王还定三秦，发生在汉元年八月，故补全为汉元年八月。
T3,B,B5-06,Agent 5,53.11.1,,,,,A,1.0,题面原文明确给出“汉十二年的秋天”，选项A与之完全一致。
T3,B,B6-05,Agent 6,53.7.1|53.5.2,,,,,B,1.0,材料A开头为‘汉五年’，材料B开头为‘汉二年’，汉二年在汉五年之前，故B早于A。
T3,B,B6-06,Agent 6,8.23.6|7.17.6,,,,,C,1.0,材料A和材料B描述的都是曹无伤向项羽告密沛公想称王关中这一事件，核心参与者、动作和对象完全相同，只是文字表述略有差异，应为同一事件。
T3,C,C9-09,Agent 9,53.4.1,萧相国世家,,,,D,0.95,D选项直接描述了立刘季为沛公的过程（8.10.10），与target“等到刘邦起事做了沛公”核心动作一致。A、B、C则是后续或不同事件。
T3,C,C9-10,Agent 9,53.5.1,萧相国世家,,,,C,0.95,Target描述汉王东进平定三秦，萧何留守巴蜀；C中的8.29.1-8.30.1详细叙述汉王八月用韩信计回军击雍王章邯、平定雍地、东取城邑等，核心动作链一致，且包含相同人物和事件进程。
T3,C,C9-11,Agent 9,53.10.2,萧相国世家,,,,C,0.9,target描述淮阴侯韩信在关中谋反被吕后所杀，C选项8.29.1-8.29.3讲述汉王用韩信计策回军袭击雍王章邯，涉及韩信军事行动及与汉王关联，核心人物韩信、动作‘袭击’等与target的韩信谋反事件链相近，其他选项无关。无更直接叙述同一事件的候选。
T3,C,C9-12,Agent 9,53.10.6,萧相国世家,,,,D,0.8,Target描述秦朝灭亡后他（刘邦）沦为平民种瓜。D选项覆盖了秦朝灭亡（子婴投降）、刘邦入关等事件，说明秦亡后刘邦并未立即称王，有间隙沦落，核心动作链一致。
