form_id,block,question_id,agent,source_id,doc,answer_time_span,answer_sink_yes_no,answer_interlude_yes_no,answer_choice,confidence,notes
T1,B,B6-01,Agent 6,8.16.1|8.9.1,,,,,B,1.0,run1:材料A提到秦二世三年，材料B提到秦二世元年秋天，秦二世三年晚于秦二世元年，因此A晚于B，即B早于A。 | run2:材料A开头为‘秦二世三年’，材料B开头为‘秦二世元年秋天’，因此B早于A。 | run3:材料A有明确时间词'秦二世三年'，材料B有'秦二世元年秋天'，元年早于三年，故B早于A。
T1,B,B6-02,Agent 6,8.22.1|8.23.3,,,,,A,0.9833,run1:材料A讲沛公先到霸上、降秦王、入咸阳；材料B讲项羽后来率军西进欲入关而关门已闭，可见A在前B在后。 | run2:材料A中沛公军先至霸上并受降秦王，材料B中项羽欲入关而关门闭，说明A事件发生在B之前，因为项羽入关时沛公已占据关中。 | run3:材料A说沛公先到霸上并进入咸阳，材料B说项羽随后率军西进欲入关而关已闭，可见A在前。
T1,C,C9-01,Agent 9,7.3.15,项羽本纪,,,,B,0.6333,run1:target描述项羽在吴中起兵时搜罗精兵八千人，source B的8.11.3提到'项梁、项羽起兵于吴'，两者核心动作（起兵）和地点（吴）一致，而其他选项涉及沛公或不同事件链。 | run2:target描述项羽搜罗精兵八千人，A中相邻段落涉及项梁起兵、楚怀王整合军队、北救赵等，均属项羽起兵前后的紧密事件链，且A中多处提及项羽及军队调动，与target更可能共属同一历史过程。 | run3:target描述项羽搜罗精兵，D中项羽出兵击齐，提及项羽动作，但核心动作不同，仅为最相关候选。
T1,C,C9-02,Agent 9,7.10.1,项羽本纪,,,,C,0.9833,run1:target描述楚怀王因定陶战败恐惧，从盱台迁到彭城，合并项羽、吕臣军队。C中的8.16.1直接对应同一事件：秦二世三年，楚怀王看到项梁军被打垮，恐惧，迁离盱台，建都彭城，合并吕臣、项羽军队。核心参与者、动作、对象、原因均一致。 | run2:Target描述楚怀王因定陶之败恐惧，从盱台迁彭城，合并项羽吕臣军队。Source C中【8.16.1】与Target核心动作链完全一致：项梁军被打垮、楚怀王恐惧、迁离盱台、建都彭城、合并吕臣项羽军队、亲自统率。 | run3:Target描述楚怀王因定陶战败而恐惧，从盱台迁往彭城并合并项羽、吕臣军队。C中8.16.1明确记载楚怀王看到项梁军被打垮（即定陶之败），恐惧，迁离盱台，建都彭城，合并吕臣、项羽军队，核心动作链完全一致。
T1,C,C9-03,Agent 9,7.17.2,项羽本纪,,,,A,0.9167,run1:Target说函谷关有兵把守不能进去，A中8.23.1-8.23.3明确提到沛公听劝派兵守函谷关、关门闭着、项羽欲入关而关门闭着，核心动作链完全一致。B、C、D均未涉及守关闭门这一具体事件。 | run2:Target描述函谷关被守，不能入；C中8.23.3-8.23.4直接叙述项羽入关遇关门闭着并攻破，核心动作为把守和入关冲突，时间点相近。A、B、D均为其他事件或背景。 | run3:target描述'函谷关有兵把守，不能进去'，A中8.23.1劝沛公派兵守函谷关，8.23.2沛公照做，8.23.3项羽入关而关门闭着，8.23.4大怒破关，构成同一事件链。B讲早期战略安排，C讲入关前后，D讲后期反击，核心动作链不一致。
T1,C,C9-04,Agent 9,7.27.1,项羽本纪,,,,D,0.9833,run1:target描述汉王回军平定三秦，source D的8.29.1-8.29.3详细叙述了汉王用韩信计从故道回军，袭击并击败雍王章邯，平定雍地，与target的核心动作链一致。 | run2:target是汉王回军平定三秦，D中8.29.1-8.29.3详细描述汉王用韩信计从故道回军，袭击雍王章邯，平定雍地，核心动作链一致。其他选项未涉及回军平定三秦的具体事件。 | run3:target描述汉王回军平定三秦（核心动作：回军、平定三秦）；source D【8.29.1】-【8.29.3】明确记载八月汉王用韩信计从故道回军，击雍王章邯，平定雍地，核心动作链一致。
T2,A,A-2-01,Agent 2/3/4,8.21.1,高祖本纪,起初,否,是,,0.9667,run1:[reviewed] 句子以'起初'开头，明确回溯到项羽北救赵之前，与主线沛公西进时间线不一致，属于插叙。 | run2:[reviewed] 句子以'起初'开头，含有'项羽和宋义北进援救赵'、'等到项羽杀死宋义'等事件相对时间短语，描述项羽之前事件，属于插叙。 | run3:[reviewed] 句首'起初'为时间原文，且该句讲述项羽北救赵的往事，与当前刘邦西进主线构成插叙，非下沉句。
T2,A,A-2-02,Agent 2/3/4,8.38.5,高祖本纪,第二年,否,否,,1.0,run1:[reviewed] 有明确时间词'第二年'，且按顺序叙事，非下沉句或插叙。 | run2:[reviewed] 时间信息原文为明确的时间名词短语；句子叙述封张耳为王的动作，非纯描述性下沉句；在连续时间线上推进，非插叙倒叙。 | run3:[reviewed] 句子包含明确时间信息原文“第二年”，且描述了封张耳为赵王的事件，非下沉句；连续叙事，未中断当前时间线，非插叙。
T2,A,A-2-03,Agent 2/3/4,8.60.3,高祖本纪,项氏失败时,否,是,,0.9667,run1:[reviewed] 时间信息原文为'项氏失败时'；句子陈述利几的投降经历，非下沉句；'项氏失败时'将时间线拉回过去解释利几背景，属于插叙。 | run2:[reviewed] 时间信息原文为‘项氏失败时’，句子叙述利几在项羽失败后的降汉经历，属于过去背景插入，非下沉句。 | run3:[reviewed] 时间信息原文明确；目标句陈述利几的过去身份和经历，非下沉；在连续叙述利几反叛后插入其早年经历，属插叙。
T2,A,A-2-04,Agent 2/3/4,8.84.1,高祖本纪,高祖攻打黥布时,否,否,,0.9833,run1:[reviewed] 目标句有明确时间短语'高祖攻打黥布时'；句子陈述了被流矢射中、得病等具体事件，不是下沉句；叙事按时间顺序，未偏离主线。 | run2:[reviewed] 目标句有明确事件相对时间短语“高祖攻打黥布时”，陈述被流矢射中、行进途中得病这一事件，不是下沉句；叙事时间与上下文一致，不是插叙。 | run3:[reviewed] 句子有明确时间信息原文'高祖攻打黥布时'；陈述具体事件（被射中、得病），不是下沉句；叙述顺序与上下文一致，无插叙标志。
T2,A,A-2-05,Agent 2/3/4,8.11.1,高祖本纪,秦二世二年,否,否,,1.0,run1:[reviewed] 句首有明确纪年'秦二世二年'，且描述陈胜将领周章的具体事件，非下沉句或插叙。 | run2:[reviewed] 句首明确出现时间短语“秦二世二年”，叙述陈胜将领周章的事件，属于具体历史事件，非下沉句；上下文从沛公故事转到全国范围起义，但“秦二世二年”开新段，是正常叙事，非插叙。 | run3:[reviewed] 句子以明确时间‘秦二世二年’开头，陈述陈胜将领周章军队的行动，是具体事件，非下沉句；叙述连贯，无时间线跳跃，非插叙。
T2,A,A-2-06,Agent 2/3/4,8.22.1,高祖本纪,汉元年十月,否,否,,1.0,run1:[reviewed] 句首明确纪年，描述军队到达事件，非下沉或插叙。 | run2:[reviewed] 句首有明确时间原文'汉元年十月'；句子描述军队到达霸上的具体事件，非单纯背景；时间线连续，无双时态偏离。 | run3:[reviewed] 句首有明确纪年时间短语，叙述事件进展，非下沉句，也非插叙。
T2,A,A-2-07,Agent 2/3/4,7.18.1,项羽本纪,无,是,否,,0.9667,run1:[reviewed] 句子介绍项伯身份及与张良的关系，无具体事件，无明确时间原文，为下沉句。 | run2:[reviewed] 句子介绍项伯身份、与张良关系，无具体事件，无明确时间原文，符合下沉句定义。 | run3:[reviewed] 句子介绍项伯身份及与张良的关系，无具体事件发生，且无明确时间信息，故为下沉句。
T2,A,A-2-08,Agent 2/3/4,7.29.3,项羽本纪,四月,否,否,,1.0,run1:[reviewed] 句首明确时间词“春天”，描述汉王东进伐楚具体事件，非下沉句；上下文按时间顺序叙述，无插叙。 | run2:[reviewed] 句子开头有明确时间信息原文'四月'，且描述了汉军进入彭城及项王攻击的具体事件，非下沉句，也非插叙/倒叙。 | run3:[reviewed] 句首有明确时间词'四月'，描述具体战斗事件，非下沉或插叙
T2,B,B5-03,Agent 5,7.29.3,,,,,A,0.9667,run1:题面原文为‘四月’，前文明确给出‘汉二年冬’和‘春天’的叙事序列，根据汉初纪年岁首及叙事连续性，‘四月’应接续在‘汉二年春’之后，故为汉二年四月。 | run2:题面前文有'汉二年冬'和'春天'的序列，且材料7.29.3开头为'四月'，按叙事链应补全为'汉二年四月'。 | run3:题面前文给出'汉二年冬''春天'的时间序列，材料7.29.3紧接着写'四月'，根据汉初以十月为岁首，冬、春、四月为同一叙事链，故补全为汉二年四月。
T2,B,B5-04,Agent 5,8.26.1,,,,,C,0.95,run1:材料写明‘正月’且前文是汉元年十一月、十二月，符合汉元年正月的时间顺序。 | run2:前文有汉元年十一月、十二月，时间顺序推至正月，且项羽本纪记载在汉元年正月分封，故补为汉元年正月。 | run3:题面原文为'正月'，且前文明确给出'汉元年十一月、十二月及项羽分封阶段'，因此应补全为'汉元年正月'，以保持纪年连续。
T2,B,B6-03,Agent 6,8.21.1|8.23.5,,,,,A,0.9333,run1:材料A中项羽杀宋义北上救赵早于材料B中项羽破关入戏，事件顺序明确 | run2:材料A描述项羽杀宋义、为上将军，发生在救赵期间；材料B提及项羽西进入关，时间在沛公守函谷关之后，且B中十一月项羽西进，A发生在更早的救赵时期，故A早于B。 | run3:材料A叙述项羽杀宋义，发生在秦二世三年（前207年）；材料B叙述项羽西进欲入关及破关，发生在汉元年（前206年）十一月至十二月。由于A事件在前，B在后，故选A。
T2,B,B6-04,Agent 6,8.60.3|8.52.7,,,,,A,0.95,run1:材料A提到项氏失败、项羽未死时利几投降刘邦，材料B说汉王派灌婴追击并斩杀项羽，根据历史常识，项羽死后楚地才平定，因此A事件（项羽失败中）早于B事件（项羽被杀后）。 | run2:材料A说项氏失败时利几投降高祖，材料B说汉王派灌婴追击项羽并杀之，显然项氏失败包括项羽被杀，A是B的background条件，故A早于B。 | run3:材料A中利几在项氏失败时投降，叙述的是项羽败亡前的事；材料B叙述灌婴追击并杀死项羽，是项羽败亡的最终事件。因此A早于B。
T2,C,C9-05,Agent 9,8.51.2,高祖本纪,,,,B,0.9667,run1:target核心动作链为汉王欲西还、被劝、追击项羽至阳夏南、与韩信彭越约期会合；B选项7.44.1明确记载汉五年汉王追项王至阳夏南、与淮阴侯韩信建成侯彭越约期会合，核心动作和对象完全一致，且时间直接衔接。 | run2:Target描述汉王采纳张良、陈平计策追击项羽，与齐王韩信、彭越约期会合攻楚。B选项[7.43.2]张良、陈平劝汉王追击，[7.44.1]汉王追至阳夏南与韩信、彭越约期会合，核心动作链完全一致。 | run3:Target描述汉王听从张良、陈平计策追击项羽至阳夏南，并与韩信、彭越约期会合。Source B中[7.44.1]明确记载汉五年汉王追击项王至阳夏南，与淮阴侯韩信、建成侯彭越约期会合，核心动作链完全一致。
T2,C,C9-06,Agent 9,8.42.5,高祖本纪,,,,D,0.95,run1:target说项羽攻克荥阳杀周苛枞公俘虏韩王信进围成皋，D的7.34.4-7.34.7明确记载楚攻下荥阳活捉周苛烹杀周苛并杀枞公，核心动作链完全一致。 | run2:target描述项羽取胜后赶走彭越，攻克荥阳，杀周苛、枞公，进围成皋。D选项8.42.5前文包含楚军攻下荥阳、烹周苛、杀枞公，以及项王围攻成皋，与target核心动作链完全一致。 | run3:target描述项羽攻破荥阳、杀周苛枞公、俘韩王信、围成皋；D中7.34.4-7.34.7明确写楚军下荥阳、活捉周苛、烹周苛、杀枞公，核心动作链完全一致；7.35.2写项王围成皋，与target进围成皋吻合。
T2,C,C9-07,Agent 9,53.4.3,萧相国世家,,,,B,0.8,run1:target描述刘邦为汉王、任命萧何为丞相，发生在汉元年；D中8.29.1开始叙述汉王八月用韩信计回军袭击雍王，即还定三秦之役，紧接任命丞相之后，属于同一紧密事件链。 | run2:target叙述沛公为汉王、任命萧何为丞相，属于汉初封王建政事件。B选项的8.26.2直接提及改立沛公为汉王，8.26.1-8.26.7详细描述项羽分封诸侯，与target紧密相关；而A、C、D分别涉及楚怀王约定、沛公起兵、汉王东征等不同阶段，核心动作不一致。 | run3:target描述沛公被立为汉王并任命萧何为丞相，source B中汉元年十月沛公先入关、受降、约法三章，直接铺垫了后续被立为汉王的背景，且B材料后续（8.26.2）明确记载正月立沛公为汉王，与target核心事件链一致。
T2,C,C9-08,Agent 9,53.4.2,萧相国世家,,,,C,0.9667,run1:Target描述沛公进入咸阳后萧何收藏秦朝文献；Option C包含同一事件链：沛公先破秦入关、子婴投降、进入咸阳、封存府库、还军霸上，核心动作一致。 | run2:C选项包含沛公进入咸阳、萧何收取档案文献等核心动作，与target完全相同。 | run3:target描述沛公入咸阳后萧何收秦图籍，source C的8.22.1-8.22.6与target紧密衔接，覆盖同一入咸阳战后事件，核心参与者、动作一致。
T3,A,A-3-01,Agent 2/3/4,53.9.4,萧相国世家,后又,否,是,,0.95,run1:[reviewed] 目标句有明确时间信息原文“后又”，叙述时间向前推进；但句内解释了加封的原因是过去往事，属于插叙。 | run2:[reviewed] 句首'后又'为相对时间，后半句'高祖过去到咸阳服役时'属过去事件时间点，故时间信息原文保留'后又'；句子陈述加封事件，非下沉句；插入过去回忆解释封赏原因，属插叙。 | run3:[reviewed] 目标句有明确事件相对时间短语'过去到咸阳服役时'作为时间信息原文；句子叙述加封事件，非下沉；'过去到咸阳服役时'属于回溯过去解释原因，判为插叙。
T3,A,A-3-02,Agent 2/3/4,53.10.6,萧相国世家,秦朝灭亡后,否,是,,0.9667,run1:[reviewed] 目标句虽在上下文中有插叙（召平回忆），但目标句本身是主叙述线的一部分，无明显回溯。 | run2:[reviewed] 更正：目标句包含明确时间短语“秦朝灭亡后”，且有具体事件“沦为平民”；此句回溯秦亡后背景，属于插叙。 | run3:[reviewed] ‘秦朝灭亡后’是明确的事件相对时间短语，应作为时间信息原文。句子陈述了‘沦为平民、种瓜’这一事件，不是单纯背景说明，故非下沉句。整句通过‘秦朝灭亡后’回溯到过去，解释当前背景，属于插叙。
T3,A,A-3-03,Agent 2/3/4,8.26.1,高祖本纪,正月,否,否,,1.0,run1:[reviewed] 有明确时间词'正月'，描述项羽自立事件，非下沉句，叙事连贯非插叙。 | run2:[reviewed] 目标句句首有明确时间词‘正月’，叙述项羽自立为西楚霸王的具体事件，非下沉句，也无插叙。 | run3:[reviewed] 句首有明确时间词'正月'，且叙述项羽自立事件，非描述性下沉句，也未中断当前时间线。
T3,A,A-3-04,Agent 2/3/4,8.29.1,高祖本纪,八月,否,否,,1.0,run1:[reviewed] 句子首字明确出现“八月”作为时间原文，叙述汉王行动，非背景描述，且与前后文时间线连续，无插叙 | run2:[reviewed] 句首有明确时间原文'八月'，且描述具体军事行动，非下沉句；当前时间线与上下文连续，无插叙。 | run3:[reviewed] 句子开头有明确时间词“八月”，且叙述汉王进攻的具体事件，非背景描述或时间线偏离。
T3,A,A-3-05,Agent 2/3/4,7.32.1,项羽本纪,汉三年,否,否,,1.0,run1:[reviewed] 句首有明确纪年'汉三年'，且句子描述项王侵夺甬道、汉王缺粮请和，属于具体事件，不是下沉句；叙事顺序连贯，无插叙特征。 | run2:[reviewed] 句首明确有'汉三年'，事件为项王侵夺甬道、汉王恐慌讲和，非下沉句，叙事顺接前文，无插叙。 | run3:[reviewed] 句首有明确纪年'汉三年'，且描述了项王侵夺甬道、汉王恐慌讲和的具体事件，非下沉句；叙事按时间顺序进行，无插叙。
T3,A,A-3-06,Agent 2/3/4,53.11.1,萧相国世家,汉十二年的秋天,否,否,,1.0,run1:[reviewed] 句子开头明确给出“汉十二年的秋天”，属于具体时间信息；陈述黥布反叛、高祖征讨事件，非下沉句；连续叙述当前时间线，无插叙。 | run2:[reviewed] 目标句有明确时间原文，且叙述具体事件（黥布反叛、高祖亲征），非下沉句，非插叙。 | run3:[reviewed] 句首有明确时间原文，描述了具体事件，非下沉句，也非插叙。
T3,A,A-3-07,Agent 2/3/4,7.22.5,项羽本纪,天下最初发难的时候,否,否,,0.9667,run1:[reviewed] 该句为直接引语内容，根据规则不分析内部时间信息，且叙述当前分封事件，非下沉句或插叙。 | run2:[reviewed] 目标句包含‘天下最初发难的时候’这一事件相对时间短语，不是无时间信息；句子是项羽的言论，属于直接引语中的背景说明，但本身是叙述层的事件（说话事件），非下沉；叙事顺序正常，无插叙。 | run3:[reviewed] 目标句为直接引语，不分析内部内容；外层叙述无明确时间信息原文，但引语中'天下最初发难的时候'是事件相对时间短语，按复核规则应保留为时间信息原文。
T3,A,A-3-08,Agent 2/3/4,8.23.11,高祖本纪,无,是,否,,0.9,run1:[reviewed] 句子只陈述兵力对比，无时间短语；陈述事实非下沉；上下文连续，无插叙。 | run2:[reviewed] 句子仅描述沛公与项羽兵力对比，属于背景状态，无具体事件，且无时间信息原文。 | run3:[reviewed] 句子仅描述沛公与项羽兵力对比，属于背景状态信息，无具体事件，也无明确时间原文。
T3,B,B5-05,Agent 5,8.29.1,,,,,D,1.0,run1:前文明确提到“汉元年四月”，之后叙述未出现其他年份变更，故八月应属同一年，即汉元年八月。 | run2:题面前文明确给出‘汉元年四月’，叙事延续到‘八月’，补全为‘汉元年八月’最合理。 | run3:原文‘八月’接前文‘汉元年四月，在项羽麾下诸侯罢兵散归’，汉元年四月后按时间顺序应为汉元年八月，且8.29.1所叙事件为汉王还定三秦，发生在汉元年八月，故补全为汉元年八月。
T3,B,B5-06,Agent 5,53.11.1,,,,,A,1.0,run1:题面原文明确给出'汉十二年的秋天'，选项A完全一致。 | run2:原文明确给出'汉十二年的秋天'，选项A与之完全一致。 | run3:题面原文明确给出“汉十二年的秋天”，选项A与之完全一致。
T3,B,B6-05,Agent 6,53.7.1|53.5.2,,,,,B,0.9667,run1:材料B为汉二年，材料A为汉五年，汉二年早于汉五年。 | run2:材料A明确提到‘汉五年’，材料B提到‘汉二年’，根据纪年顺序，汉二年早于汉五年，因此B早于A。 | run3:材料A开头为‘汉五年’，材料B开头为‘汉二年’，汉二年在汉五年之前，故B早于A。
T3,B,B6-06,Agent 6,8.23.6|7.17.6,,,,,C,1.0,run1:两段材料核心人物、动作、对象完全一致，都是曹无伤派人告诉项羽沛公欲王关中，属于同一事件的不同记录。 | run2:两段材料均描述曹无伤派人向项羽告密沛公欲王关中，核心参与者、动作、对象完全一致，仅表述略有差异，为同一事件。 | run3:材料A和材料B描述的都是曹无伤向项羽告密沛公想称王关中这一事件，核心参与者、动作和对象完全相同，只是文字表述略有差异，应为同一事件。
T3,C,C9-09,Agent 9,53.4.1,萧相国世家,,,,D,0.9333,run1:target讲刘邦起事做沛公，萧何辅助；D选项包含沛县父老杀沛令、立刘季为沛公的情节，正是起事的直接描述，且涉及萧何等人。 | run2:Target描述‘刘邦起事做了沛公，萧何常常做为他的助手督办公务’；候选D的8.10.10-8.10.13直接叙述了沛县父老立刘季为沛公，随后萧何等人为沛公征集兵员，核心事件‘立沛公’及萧何参与一致。A/B/C分别叙述后续胜利入关、项羽分封、早期起兵过程，与target核心动作链不同。 | run3:D选项直接描述了立刘季为沛公的过程（8.10.10），与target“等到刘邦起事做了沛公”核心动作一致。A、B、C则是后续或不同事件。
T3,C,C9-10,Agent 9,53.5.1,萧相国世家,,,,C,0.95,run1:Target描述汉王东进平定三秦，萧何留守巴蜀。C选项8.29.1-8.30.1详细描述了汉王用韩信计回军袭击雍王、平定雍地、东出略取城邑等核心动作链，与target直接对应，且萧何留守也隐含于8.29.5提及迎接太公吕后，需留守支持。其他选项均不涉及此核心事件。 | run2:Target是汉王东进平定三秦，萧何留守。C项8.29.1至8.30.1详细描述了汉王用韩信计从故道袭击雍王章邯、平定雍地、向东征伐等过程，与target的平定三秦直接对应。 | run3:Target描述汉王东进平定三秦，萧何留守巴蜀；C中的8.29.1-8.30.1详细叙述汉王八月用韩信计回军击雍王章邯、平定雍地、东取城邑等，核心动作链一致，且包含相同人物和事件进程。
T3,C,C9-11,Agent 9,53.10.2,萧相国世家,,,,C,0.8667,run1:Target描述韩信谋反被吕后所杀，C选项涉及汉王用韩信计策回军袭击雍王，包含韩信参与的事件，且时间接近，核心动作链相关。 | run2:target叙述韩信谋反被吕后所杀，源自《淮阴侯列传》；候选B中8.22.1提到汉元年十月沛公至霸上，与韩信事件相关，虽非同一事件，但B涉及刘邦入关及后续事件，可能在时间线上相关。其他选项更不相关。 | run3:target描述淮阴侯韩信在关中谋反被吕后所杀，C选项8.29.1-8.29.3讲述汉王用韩信计策回军袭击雍王章邯，涉及韩信军事行动及与汉王关联，核心人物韩信、动作‘袭击’等与target的韩信谋反事件链相近，其他选项无关。无更直接叙述同一事件的候选。
T3,C,C9-12,Agent 9,53.10.6,萧相国世家,,,,D,0.8667,run1:Target描述秦朝灭亡后（秦二世时期），他（刘邦）沦为平民，在长安城东种瓜。Source C描述了刘邦起事前在沛县的活动，包括写信、被立为沛公、聚集兵力等，这些发生在秦朝未灭时，但承接了从平民到起事的过程，且同为刘邦早期经历。其他选项主要涉及项羽分封或秦末战争，与target的平民种瓜状态不直接相关。 | run2:target提到秦朝灭亡后沦为平民种瓜；D选项包含子婴投降、入咸阳等秦亡后事件，是同一历史过程的后续，而其他选项不涉及种瓜或平民生活。 | run3:Target描述秦朝灭亡后他（刘邦）沦为平民种瓜。D选项覆盖了秦朝灭亡（子婴投降）、刘邦入关等事件，说明秦亡后刘邦并未立即称王，有间隙沦落，核心动作链一致。
