form_id,block,question_id,agent,source_id,doc,answer_time_span,answer_sink_yes_no,answer_interlude_yes_no,answer_choice,confidence,notes
T2,C,C9-07,Agent 9,53.4.3,萧相国世家,,,,D,0.9,target描述刘邦为汉王、任命萧何为丞相，发生在汉元年；D中8.29.1开始叙述汉王八月用韩信计回军袭击雍王，即还定三秦之役，紧接任命丞相之后，属于同一紧密事件链。
T2,C,C9-08,Agent 9,53.4.2,萧相国世家,,,,C,0.95,Target描述沛公进入咸阳后萧何收藏秦朝文献；Option C包含同一事件链：沛公先破秦入关、子婴投降、进入咸阳、封存府库、还军霸上，核心动作一致。
T3,A,A-3-01,Agent 2/3/4,53.9.4,萧相国世家,后又,否,是,,1.0,[reviewed] 目标句有明确时间信息原文“后又”，叙述时间向前推进；但句内解释了加封的原因是过去往事，属于插叙。
T3,A,A-3-02,Agent 2/3/4,53.10.6,萧相国世家,汉十一年,否,否,,1.0,[reviewed] 目标句虽在上下文中有插叙（召平回忆），但目标句本身是主叙述线的一部分，无明显回溯。
T3,A,A-3-03,Agent 2/3/4,8.26.1,高祖本纪,正月,否,否,,1.0,[reviewed] 有明确时间词'正月'，描述项羽自立事件，非下沉句，叙事连贯非插叙。
T3,A,A-3-04,Agent 2/3/4,8.29.1,高祖本纪,八月,否,否,,1.0,[reviewed] 句子首字明确出现“八月”作为时间原文，叙述汉王行动，非背景描述，且与前后文时间线连续，无插叙
T3,A,A-3-05,Agent 2/3/4,7.32.1,项羽本纪,汉三年,否,否,,1.0,[reviewed] 句首有明确纪年'汉三年'，且句子描述项王侵夺甬道、汉王缺粮请和，属于具体事件，不是下沉句；叙事顺序连贯，无插叙特征。
T3,A,A-3-06,Agent 2/3/4,53.11.1,萧相国世家,汉十二年的秋天,否,否,,1.0,[reviewed] 句子开头明确给出“汉十二年的秋天”，属于具体时间信息；陈述黥布反叛、高祖征讨事件，非下沉句；连续叙述当前时间线，无插叙。
T3,A,A-3-07,Agent 2/3/4,7.22.5,项羽本纪,无,否,否,,1.0,[reviewed] 该句为直接引语内容，根据规则不分析内部时间信息，且叙述当前分封事件，非下沉句或插叙。
T3,A,A-3-08,Agent 2/3/4,8.23.11,高祖本纪,无,否,否,,0.9,[reviewed] 句子只陈述兵力对比，无时间短语；陈述事实非下沉；上下文连续，无插叙。
T3,B,B5-05,Agent 5,8.29.1,,,,,D,1.0,前文明确提到“汉元年四月”，之后叙述未出现其他年份变更，故八月应属同一年，即汉元年八月。
T3,B,B5-06,Agent 5,53.11.1,,,,,A,1.0,题面原文明确给出'汉十二年的秋天'，选项A完全一致。
T3,B,B6-05,Agent 6,53.7.1|53.5.2,,,,,B,0.9,材料B为汉二年，材料A为汉五年，汉二年早于汉五年。
T3,B,B6-06,Agent 6,8.23.6|7.17.6,,,,,C,1.0,两段材料核心人物、动作、对象完全一致，都是曹无伤派人告诉项羽沛公欲王关中，属于同一事件的不同记录。
T3,C,C9-09,Agent 9,53.4.1,萧相国世家,,,,D,0.9,target讲刘邦起事做沛公，萧何辅助；D选项包含沛县父老杀沛令、立刘季为沛公的情节，正是起事的直接描述，且涉及萧何等人。
T3,C,C9-10,Agent 9,53.5.1,萧相国世家,,,,C,0.95,Target描述汉王东进平定三秦，萧何留守巴蜀。C选项8.29.1-8.30.1详细描述了汉王用韩信计回军袭击雍王、平定雍地、东出略取城邑等核心动作链，与target直接对应，且萧何留守也隐含于8.29.5提及迎接太公吕后，需留守支持。其他选项均不涉及此核心事件。
T3,C,C9-11,Agent 9,53.10.2,萧相国世家,,,,C,0.9,Target描述韩信谋反被吕后所杀，C选项涉及汉王用韩信计策回军袭击雍王，包含韩信参与的事件，且时间接近，核心动作链相关。
T3,C,C9-12,Agent 9,53.10.6,萧相国世家,,,,C,0.9,Target描述秦朝灭亡后（秦二世时期），他（刘邦）沦为平民，在长安城东种瓜。Source C描述了刘邦起事前在沛县的活动，包括写信、被立为沛公、聚集兵力等，这些发生在秦朝未灭时，但承接了从平民到起事的过程，且同为刘邦早期经历。其他选项主要涉及项羽分封或秦末战争，与target的平民种瓜状态不直接相关。
